position COMBINED_rate(cM/Mb) Genetic_Map(cM)
204938 0.1760363006 0
207859 0.1732189063 0.0005142020
210772 0.1732190445 0.0010187887
211970 0.1732763689 0.0012263051
212033 0.1732652221 0.0012372215
217034 0.4091872787 0.0021037209
217544 1.2469633221 0.0023124064
217888 1.2469496587 0.0027413618
218039 1.2489605869 0.0029296512
218213 1.2880352162 0.0031469703
218614 1.2102234071 0.0036634725
227245 1.2994409309 0.0141089107
228717 1.5989811439 0.0160216877
228776 1.9120702337 0.0161160276
230645 2.1545479209 0.0196896869
231299 2.1834462791 0.0210987612
232360 2.6319318890 0.0234153977
233753 2.8134757365 0.0270816789
239246 5.7614480591 0.0425361011
239320 6.3095205788 0.0429624482
239374 6.4608556251 0.0433031624
239738 6.4729234324 0.0456549138
243082 9.2418938647 0.0673003698
243583 9.3911085170 0.0719305586
243901 9.3969945143 0.0749169311
243940 9.4068418826 0.0752834139
244346 9.8396333976 0.0791025917
244671 9.8396213566 0.0823004725
244828 9.8439226719 0.0838452931
244913 9.8571222700 0.0846820265
244934 9.8729291707 0.0848890261
245212 10.3815000074 0.0876337004
245457 12.9164260671 0.0901771679
245526 12.9377438725 0.0910684013
246131 12.9377438725 0.0988957363
246295 9.5803747536 0.1010175263
247458 7.5590197485 0.1121595022
252619 3.0029765710 0.1511716031
252639 0.9467497420 0.1512316626
252668 0.3786248449 0.1512591184
252900 0.3611656431 0.1513469593
255499 0.3609808961 0.1522856288
255526 0.3612232268 0.1522953753
262037 0.5068999896 0.1546472998
262825 0.6177866735 0.1550467369
267040 0.3673775884 0.1576507078
270822 0.2751094008 0.1590401298
277481 0.2478574281 0.1608720833
278182 0.2325959977 0.1610458314
278323 0.2207859537 0.1610786274
278683 0.2122958029 0.1611581103
278821 0.2122360005 0.1611874072
278998 0.2081451752 0.1612249729
279855 0.2083914151 0.1614033534
281263 0.2136104356 0.1616967685
282028 0.2269105859 0.1618601805
285474 0.2995022413 0.1626421143
285673 0.2996379517 0.1627017153
286055 0.8580886592 0.1628161770
286946 0.4092625230 0.1635807340
291700 0.7297205897 0.1655263680
292899 0.7192430506 0.1664013030
293617 0.7138033555 0.1669177195
295053 0.6987467732 0.1679427411
299743 0.6826193893 0.1712198635
300160 0.6796936334 0.1715045158
303341 0.6698343965 0.1736666212
305248 0.7771963005 0.1749439954
309990 2.4617712961 0.1786294603
313283 2.4705242224 0.1867360731
314127 7.8387000686 0.1888211956
315695 12.5198745050 0.2011122773
317451 12.6567688470 0.2230971769
317680 12.8517543574 0.2259955770
318089 13.9763447089 0.2312519445
318178 13.9763447089 0.2324958392
318313 20.4475928986 0.2343826457
323661 20.5428164926 0.3437363726
323775 20.6539212332 0.3460782536
324897 20.7192215914 0.3692519533
327008 20.6607363683 0.4129902300
327382 11.0667356160 0.4207173454
327585 2.5499551210 0.4229638928
330003 2.7011248760 0.4291296843
334057 8.4865770559 0.4400800445
335644 8.5290226188 0.4535482423
335724 8.5550162732 0.4542305641
335812 8.5544361297 0.4549834055
338791 8.5548705171 0.4804670708
339413 8.0637230066 0.4857882002
340397 8.0604081073 0.4937229037
340805 8.0126696240 0.4970115502
340873 7.9820369870 0.4975564117
341206 7.9822297537 0.5002144300
341341 7.7426441748 0.5012920310
341627 5.6364422267 0.5035064273
342296 2.7241184395 0.5072772071
342569 2.0538359930 0.5080208915
342794 1.0815042567 0.5084830046
344044 0.8445859076 0.5098348849
347948 5.2029371103 0.5131321483
348111 5.6171847035 0.5139802270
348531 9.1718869358 0.5163394446
348896 10.2296837004 0.5196871833
352714 10.2657327467 0.5587441157
352818 10.3310434463 0.5598117519
353491 14.2117368726 0.5667645441
353556 18.8790032925 0.5676883070
356929 18.8766138574 0.6313671851
357370 18.8126977003 0.6396917718
357934 8.8744971977 0.6503021334
360977 8.7635747201 0.6773072283
362849 5.5626873354 0.6937126402
363730 3.1880000604 0.6986133677
366294 2.8573921578 0.7067873999
367231 2.1863768862 0.7094647763
367449 2.1048886229 0.7099414065
367664 2.1054083834 0.7103939576
367834 3.0279960610 0.7107518770
367963 3.2087668678 0.7111424885
368014 3.2108945448 0.7113061356
368262 3.2885359486 0.7121024374
368281 3.4725780164 0.7121649196
368396 4.3644908342 0.7125642661
368556 8.2082357012 0.7132625846
368714 9.4134854316 0.7145594859
368737 10.6954294289 0.7147759960
369178 10.7184514915 0.7194926804
369436 10.6484222193 0.7222580409
369507 10.5791519396 0.7230140789
369556 10.4479999005 0.7235324573
369624 10.4479999005 0.7242429213
369769 10.2287311893 0.7257578813
369786 10.0301311255 0.7259317697
370075 9.9830759434 0.7288304776
370204 9.9830759434 0.7301182944
370407 9.9009785462 0.7321448588
370471 9.8417502527 0.7327785215
370498 9.7870458371 0.7330442487
370531 9.7666601973 0.7333672212
371755 3.2850125486 0.7453216133
373238 1.0162637392 0.7501932869
373938 0.7165571839 0.7509046715
376559 0.7093229590 0.7527827679
379608 0.7162108248 0.7549454936
382029 1.3331637696 0.7566794400
382187 1.9035252874 0.7568900799
387690 2.0848824658 0.7673651796
389357 2.2712254917 0.7708406786
389584 2.3709667523 0.7713562468
389916 2.3799600347 0.7721434078
390393 2.3799577553 0.7732786487
391478 1.9075882826 0.7758609029
392195 1.7541107083 0.7772286437
392243 1.6257660329 0.7773128410
397887 1.6625272147 0.7864886645
399041 1.6600644315 0.7884072209
401282 1.7685198950 0.7921274253
401515 1.9499881409 0.7925394904
404750 1.9506586317 0.7988477021
405430 2.2945309237 0.8001741499
405955 2.2939806861 0.8013787787
406285 2.2467196420 0.8021357923
415612 2.2298342756 0.8230909464
423149 2.5433926205 0.8398972073
425588 2.9164043307 0.8461005419
429964 3.0006679303 0.8588627273
433160 3.0040338586 0.8684528620
433221 2.9945101260 0.8686361080
433984 7.2832106853 0.8709209193
435650 7.4880424716 0.8830547483
436177 7.4905240645 0.8870009467
442433 2.5305115958 0.9338616652
445057 2.3241142023 0.9405017276
446722 2.3181584811 0.9443713778
450978 2.3309383166 0.9542374603
452900 8.2288006552 0.9587175237
455830 8.1965172013 0.9828279096
458450 2.7471427440 1.0043027847
458731 2.7468638249 1.0050747318
459626 2.7412843510 1.0075331749
460158 2.7416090772 1.0089915382
460569 2.7382633814 1.0101183395
460717 2.7357406694 1.0105236025
460897 2.7315883700 1.0110160358
462453 2.5384653860 1.0152663873
465858 8.6356991989 1.0239098620
474110 8.6256985465 1.0951716518
476105 8.2812687719 1.1123799204
476739 8.1760056416 1.1176302448
480004 4.2372778330 1.1443249032
484872 0.4569703505 1.1649519717
487610 0.4519588967 1.1662031565
487878 0.2888293375 1.1663242815
489160 0.2964565197 1.1666945607
489487 0.2931730058 1.1667915020
489531 0.2910204895 1.1668044016
489687 0.2917549478 1.1668498008
489740 0.2919989245 1.1668652638
489930 0.2951778175 1.1669207436
489974 0.2947686861 1.1669337314
489994 0.2991356662 1.1669396268
490174 0.3180630372 1.1669934712
490222 0.3432150822 1.1670087382
490250 0.3745823849 1.1670183483
490266 0.4015068597 1.1670243416
490593 0.5452035591 1.1671556343
490730 0.5698670680 1.1672303272
490817 0.5327674836 1.1672799056
490871 0.5303917546 1.1673086751
492217 0.5326579650 1.1680225824
492260 0.5606031639 1.1680454867
492685 0.5470944162 1.1682837430
492917 0.5478629002 1.1684106689
493009 0.5536588960 1.1684610723
493233 0.7344187616 1.1685850919
493395 1.3799685131 1.1687040678
493473 1.9423154971 1.1688117053
493494 2.4118439788 1.1688524939
493654 2.5289627250 1.1692383890
493672 3.7668160156 1.1692839103
493674 4.9993988635 1.1692914439
494359 5.1812046973 1.1727160321
495140 7.8789607053 1.1767625530
495277 7.9173268031 1.1778419706
495315 7.9529421141 1.1781428290
500595 7.9489197239 1.2201343634
500678 7.9465800421 1.2207941237
502374 7.9445678353 1.2342715235
503231 7.9483266032 1.2410800181
503650 7.3714612147 1.2444103670
503689 6.1278941842 1.2446978540
505919 8.6942322116 1.2583630580
507112 10.7435604044 1.2687352770
507632 11.5394564795 1.2743219284
507692 12.5658477079 1.2750142958
509714 12.6696366279 1.3004224399
513292 11.8250233489 1.3457543997
513530 9.6875252354 1.3485687553
523317 5.0846783708 1.4433805648
523628 0.7016669169 1.4449618998
526083 0.6920851396 1.4466844920
528321 0.7242169184 1.4482333786
529208 0.7957166811 1.4488757590
530100 1.0634304252 1.4495855383
532633 1.2316099236 1.4522792075
532815 1.2871612673 1.4525033605
533505 2.7085695886 1.4533915018
533775 3.8657826269 1.4541228156
539305 3.6420510913 1.4755005935
539860 3.4394154973 1.4775219319
544889 8.0022425613 1.4948187524
545599 9.6050955266 1.5005003446
556985 9.7192879164 1.6098639623
558984 9.7183902922 1.6292928188
561729 9.6474083551 1.6559698002
565967 2.2707417944 1.6968555168
569159 0.3181256845 1.7041037246
575090 0.3181391884 1.7059905280
575502 0.3190923232 1.7061216014
579181 1.4034422722 1.7072955421
580303 1.3180739038 1.7088702043
580438 2.5800771997 1.7090481443
585095 4.8821882051 1.7210635638
589853 6.2550101586 1.7442930153
592215 6.3583783108 1.7590673493
593955 6.4882951399 1.7701309275
597151 7.0770633880 1.7908675188
597900 7.1861028971 1.7961682393
598039 7.1962578158 1.7971671076
598251 7.1946200118 1.7986927142
602343 6.5797885635 1.8281330993
602852 3.6651915943 1.8314822117
606608 2.2108473939 1.8452486713
608666 2.2078894135 1.8497985952
611913 2.2089868877 1.8569676122
612080 2.2134123993 1.8573365130
612781 2.2146527077 1.8588881151
614929 2.2092791547 1.8636451891
614956 2.2021237094 1.8637048396
616186 2.1997147579 1.8664134518
617926 2.3662388266 1.8702409555
618118 2.8709294733 1.8706952733
621525 3.3136114377 1.8804765300
621606 3.8759412802 1.8807449326
621828 10.7115743720 1.8816053915
625443 10.3504391795 1.9203277329
626106 1.9684055643 1.9271900741
626513 1.0208167961 1.9279912151
633010 0.8990986631 1.9346234619
634221 1.0090798028 1.9357122703
636380 1.0091341919 1.9378908736
636481 1.2998250363 1.9379927962
638142 1.3360504633 1.9401518056
638835 2.8865618330 1.9410776885
641369 2.8883702225 1.9483922362
641548 2.8721972537 1.9489092545
642025 2.8418186004 1.9502792926
642909 3.3421635988 1.9527914602
648514 4.9557008478 1.9715242872
650532 4.0354512526 1.9815248915
655538 3.9876376380 2.0017263605
656302 3.7661847368 2.0047729156
661050 7.1774776293 2.0226547608
666780 7.2414918854 2.0637817076
668664 3.5415612065 2.0774246783
674205 3.5236084015 2.0970484689
676939 3.3664507395 2.1066820143
677098 3.4494679043 2.1072172800
677200 3.7787837385 2.1075691257
677482 4.7062141788 2.1086347427
679236 4.5842415669 2.1168894424
681030 1.1324909733 2.1251135718
681052 0.8683338926 2.1251384866
681235 0.6287830464 2.1252973917
681297 0.4969531342 2.1253363762
682055 0.5062582351 2.1257130667
682144 0.5199860906 2.1257581237
682384 0.6653333148 2.1258829203
683880 1.4828950328 2.1268782590
685851 3.2657539230 2.1298010451
688123 3.2871256080 2.1372208380
692758 2.2121889050 2.1524566652
694221 1.8588380738 2.1556930976
694589 1.8592638588 2.1563771500
695004 1.8442585799 2.1571487445
695501 1.8261325305 2.1580653410
696344 1.8262079329 2.1596047707
697206 1.8251833340 2.1611789619
698150 1.8247974866 2.1629019350
701173 2.1305723227 2.1684182978
701184 2.4202603535 2.1684417341
701583 3.2654565060 2.1694074180
702060 3.2655243954 2.1709650407
702553 3.3383522968 2.1725749443
703878 3.6040762386 2.1769982611
704715 3.6606207895 2.1800148729
704950 3.8732854347 2.1808751188
704962 4.0912437313 2.1809215982
704990 4.3571742152 2.1810361530
705018 4.5698642387 2.1811581539
707179 7.4037587273 2.1910336305
707709 7.4046642934 2.1949576226
707985 10.5489150411 2.1970013100
708412 10.5685954607 2.2015056967
708606 14.7794790403 2.2035560042
708641 18.1511323570 2.2040732860
711809 18.1511323570 2.2615760733
714508 18.1511323570 2.3105659795
714952 12.2929975743 2.3186250823
715046 12.2929975743 2.3197806241
715389 11.3849666383 2.3239971222
716374 11.3244489036 2.3352113144
716568 11.2698275497 2.3374082575
717103 11.1866505801 2.3434376152
717369 11.1870208900 2.3464132642
724437 11.0862493419 2.4254831279
727648 10.9795096615 2.4610810745
733854 6.2742093209 2.5292199115
735824 6.7955819885 2.5415801039
740890 6.9705122131 2.5760065222
743621 6.9638308444 2.5950429911
748079 2.4727382550 2.6260877490
750342 2.3346949291 2.6316835556
750770 2.2730776000 2.6326828051
752381 2.2599056720 2.6363447331
752820 2.2420396290 2.6373368317
753209 2.2146499102 2.6382089851
753244 2.1860441141 2.6382864978
754086 2.1856668123 2.6401271470
754697 2.1857781625 2.6414625894
754945 1.9956727545 2.6420046624
755013 1.9962495671 2.6421403681
755079 1.9958361068 2.6422721206
755327 1.8549975192 2.6427670880
757673 1.8733933442 2.6471189121
757977 2.0041420168 2.6476884237
758442 0.8816006228 2.6486203498
763801 1.0299224737 2.6533448475
765907 1.0552936918 2.6555138642
768708 1.1466998203 2.6584697419
770997 1.1534526273 2.6610945377
771095 1.1592018737 2.6612075761
774550 1.1597451345 2.6652126186
775168 1.1614832011 2.6659293411
778655 1.2526622709 2.6699794330
780568 4.1783488388 2.6723757759
781621 5.9828602925 2.6767755772
781854 15.7744861833 2.6781695837
787766 8.1016251373 2.7714283460
791776 7.2733518812 2.8039158628
791984 6.5470889132 2.8054287200
795020 8.4949789618 2.8253056819
797041 9.7924947107 2.8424740344
797716 9.8084879847 2.8490839683
801023 9.8214718062 2.8815206381
801199 9.8436967681 2.8832492171
803104 9.8497161014 2.9020014595
810214 8.0772261249 2.9720329410
812593 7.9449183183 2.9912486619
813912 5.5697391733 3.0017280092
814038 3.2176847011 3.0024297963
814220 1.9251405356 3.0030154149
815120 1.9254413797 3.0047480414
816374 1.7406752015 3.0071625449
816406 1.5212085200 3.0072182465
816818 1.4957160986 3.0078449844
816835 1.4696373743 3.0078704116
817018 1.4666568758 3.0081393552
818735 1.5565002812 3.0106576051
819115 1.5740878110 3.0112490752
820037 1.1984322862 3.0127003842
820061 1.1658037829 3.0127291465
820496 0.7147327608 3.0132362712
822135 0.6470049289 3.0144077182
822447 0.3540218623 3.0146095837
827604 0.3591542946 3.0164352745
828437 0.3563842318 3.0167344500
831602 0.3851555442 3.0178624061
832161 0.4315332136 3.0180777080
832413 0.4828309436 3.0181864544
835782 0.4998838945 3.0198131118
836818 0.4986831874 3.0203309916
838128 0.5002673282 3.0209842665
840821 0.5014518617 3.0223314865
840898 0.5034195855 3.0223700982
841844 4.8473267783 3.0228463332
847499 9.8621197996 3.0502579661
848571 9.8783665877 3.0608301585
850978 9.7786528462 3.0846073869
853247 9.2299942375 3.1067951502
854120 8.5225569622 3.1148529352
855139 8.5256780029 3.1235374207
857633 6.4309628428 3.1448004617
858673 3.8300878309 3.1514886630
861742 3.4247307819 3.1632432026
874744 3.4513189405 3.2077715522
878971 9.1499938810 3.2223602774
879073 9.9675210344 3.2232935767
880257 10.0271132922 3.2350951216
882523 5.1552278764 3.2578165604
889708 3.8486228725 3.2948568727
890673 3.6477191153 3.2985707937
890697 3.4188486800 3.2986583390
892603 1.8493352032 3.3051746646
893660 0.6734216910 3.3071294119
896013 0.7449407922 3.3087139731
896089 0.8317910391 3.3087705886
896710 2.4451802566 3.3092871309
897163 1.0709131753 3.3103947975
899532 1.5736876425 3.3129317908
899629 1.9802069879 3.3130844385
900122 2.6659611481 3.3140606806
901380 2.9956219027 3.3174144597
901560 3.0481782394 3.3179536716
901694 3.0480274839 3.3183621275
903866 4.0458009810 3.3249824432
905678 4.3381994457 3.3323134346
905701 4.5661164956 3.3324132132
906110 4.5018565226 3.3342807548
906552 4.3234771622 3.3362705754
906577 4.0777864566 3.3363786623
908385 3.0832484451 3.3437513003
908447 1.8127315827 3.3439424617
909495 1.5951198597 3.3458422044
911187 1.5872353913 3.3485411472
911266 1.5820887430 3.3486665388
911277 1.5793692393 3.3486839417
911445 1.5719605017 3.3489492758
911701 1.5573013909 3.3493516977
912054 0.8045577195 3.3499014250
913108 0.5745408531 3.3507494289
913161 0.3809635831 3.3507798795
915434 0.1703662394 3.3516458098
917693 0.1698288697 3.3520306671
922933 5.7229850302 3.3529205704
927024 5.7389786123 3.3763333021
935533 2.5915940103 3.4251662712
935554 1.2464481708 3.4252206946
935578 0.8066004275 3.4252506094
936997 0.7938422710 3.4263951754
938051 1.5879636589 3.4272318851
938571 1.3070437855 3.4280576262
939136 1.1793475443 3.4287961060
939165 1.0439840656 3.4288303071
939175 0.9187786799 3.4288407469
939261 0.8016309279 3.4289197619
939336 0.7032330651 3.4289798842
940730 0.6558230335 3.4299601911
941281 0.6511773303 3.4303215496
943903 0.6614204550 3.4320289365
949126 11.1688505161 3.4354835356
953847 5.6594468408 3.4882116789
954172 3.2331174214 3.4900509991
955823 3.0728752694 3.4953888759
956230 0.5492634733 3.4966395362
957768 2.6760283009 3.4974843034
958353 2.6596944681 3.4990497800
959504 2.6526176346 3.5021110883
959683 2.6439708105 3.5025859068
959879 0.4453216914 3.5031041251
963611 0.4430797647 3.5047660657
965398 0.4455928091 3.5055578492
965712 0.4489135979 3.5056977654
969318 0.5275143377 3.5073165478
970105 0.7414955268 3.5077317016
971083 0.9484156405 3.5084568842
977477 1.6804506591 3.5145210538
982212 1.5492560912 3.5224779877
983596 2.6609236644 3.5246221581
987552 2.6419339547 3.5351487721
989222 3.0608230637 3.5395608018
989445 13.1505769935 3.5402433654
989925 13.1463602666 3.5465556423
990410 13.1873689136 3.5529316271
990471 13.1843059244 3.5537360566
991046 13.1816121585 3.5613170325
991773 1.1572256697 3.5709000645
992164 0.8019671178 3.5713525397
992352 0.6693539190 3.5715033096
993809 0.6654791276 3.5724785582
994748 0.6666956309 3.5731034431
995712 0.6754822685 3.5737461377
