position COMBINED_rate(cM/Mb) Genetic_Map(cM)
13043 3.7085204274 0
41084 3.7250856098 0.1039906213
51088 2.5434699674 0.1412563777
52467 2.5380045305 0.1447638228
53011 2.2632842035 0.1461444973
53206 1.9599261418 0.1465858377
57026 1.9665682673 0.1540727556
58275 1.9747297143 0.1565289993
58449 1.9825258374 0.1568726023
58980 2.0729226437 0.1579253235
59667 2.6169865688 0.1593494214
59717 2.7587676878 0.1594802707
60225 2.7585173473 0.1608817247
60532 3.8963102733 0.1617285895
62484 4.6303978908 0.1693341872
62526 5.4520420811 0.1695286639
62646 6.1489578007 0.1701829089
63098 6.1597197204 0.1729622379
65351 4.0468392768 0.1868400864
66675 2.0991091441 0.1921981016
73263 3.2565776446 0.2060270326
73422 3.3658368506 0.2065448285
78232 4.1496578540 0.2227345037
78382 4.2153506058 0.2233569524
81136 4.2424268421 0.2349660280
81461 4.2595296235 0.2363448167
81765 4.2717634997 0.2376397137
82081 4.2744238652 0.2389895910
82969 4.3042522225 0.2427852794
83173 4.3147289466 0.2436633468
83196 4.3254631533 0.2437625856
84782 4.3089633288 0.2506227702
86350 4.2689303127 0.2573792247
86502 4.2693985157 0.2580281021
86633 4.2726866018 0.2585873933
86802 4.2374142830 0.2593094773
87081 4.2365839704 0.2604917159
87542 4.1829001590 0.2624447811
87755 4.1734692863 0.2633357388
87761 3.9874311425 0.2633607796
87769 3.9869026235 0.2633926791
88525 3.8841350057 0.2664067775
88813 3.6758926163 0.2675254084
88828 3.4464628942 0.2675805468
88988 2.8983999878 0.2681319808
89183 2.4894774078 0.2686971688
90429 2.4575893513 0.2717990577
95631 2.7829564053 0.2845834375
102911 2.6452364592 0.3048433601
108420 3.5633237199 0.3194159678
108547 3.7228786496 0.3198685099
108849 4.5737140102 0.3209928192
109300 5.0694676128 0.3230555642
109329 5.5499793762 0.3232025788
109700 5.7795358820 0.3252616211
110025 12.8740798107 0.3271399703
110579 29.2498029702 0.3342722105
110643 30.2283717457 0.3361441979
110908 46.3479380287 0.3441547164
111030 46.4400686977 0.3498091649
111099 46.4592779012 0.3530135296
111223 46.4592779012 0.3587744801
111250 46.4592779012 0.3600288806
113034 46.4592779012 0.4429122323
113093 46.4592779012 0.4456533297
113390 30.6331399129 0.4594517353
113682 28.2174769830 0.4683966121
113794 13.9792107381 0.4715569696
113886 11.3407172611 0.4728430569
114669 11.3471512177 0.4817228386
116026 11.3537806829 0.4971209228
120174 11.3719969523 0.5442164050
125892 11.3719969523 0.6092414836
126701 11.3690697768 0.6184414291
128389 3.1299302864 0.6376324189
129225 3.1307163123 0.6402490406
129457 3.1328070982 0.6409753668
130606 3.1437097493 0.6445749622
131435 3.1456044843 0.6471810976
131828 3.1526658254 0.6484173201
132560 3.2670825744 0.6507250715
132994 8.3506720252 0.6521429853
135310 8.3540495692 0.6714831418
139045 10.0396469045 0.7026855169
139334 10.1724440433 0.7055869749
139357 10.2487761132 0.7058209411
139937 10.2489540144 0.7117652312
141035 10.2408312708 0.7230185827
142930 12.2272610874 0.7424249580
146428 12.7285613924 0.7851959173
149172 12.7280389436 0.8201230897
151656 12.6717965055 0.8517395385
152286 12.3885544205 0.8597227703
152362 12.0615595556 0.8606643004
155494 9.6684332456 0.8984411049
159851 9.5441937647 0.9405664686
163278 9.4998684972 0.9732744206
168610 9.4998684972 1.0239277194
172350 6.6507455701 1.0594572276
172537 4.7001465482 1.0607009170
172683 3.4405053287 1.0613871384
172852 3.3517849970 1.0619685838
173906 3.4432537386 1.0655013652
174121 3.9594196716 1.0662416648
179396 7.5686411411 1.0871276035
179777 7.6776270191 1.0900112558
182504 10.7915014813 1.1109481447
183238 10.7915014813 1.1188691068
188593 6.4426521611 1.1766575972
193188 6.4346947245 1.2062615839
198072 6.3685143486 1.2376886329
198273 5.1858837527 1.2389687043
198427 5.1858837527 1.2397673304
198698 4.4381338761 1.2411727049
200559 4.2465598708 1.2494320720
200852 4.2465598708 1.2506763141
204759 4.4036627519 1.2672676235
209814 4.7812668038 1.2895281387
210080 4.9712758220 1.2907999557
210103 5.1870086106 1.2909142950
210420 5.3275363390 1.2925585768
212731 5.2686934819 1.3048705132
214402 5.2091526969 1.3136745000
216763 4.5527011707 1.3259733096
217829 4.3339470433 1.3308264890
217867 4.2968218386 1.3309911790
218145 3.4172855790 1.3321856955
218466 2.8591178435 1.3332826441
218709 0.9625848394 1.3339774098
219586 0.8598148572 1.3348215967
220385 0.8490944198 1.3355085888
221278 0.8421594836 1.3362668301
222684 0.8172817071 1.3374509063
222982 0.8175052998 1.3376944563
223128 0.8188520443 1.3378138120
226749 0.8860485211 1.3407788753
228677 1.0959961100 1.3424871768
228978 1.3829733267 1.3428170717
233410 1.3861483843 1.3489464094
237667 1.0687281947 1.3548472431
241835 1.0240464154 1.3593017022
245185 0.9050742096 1.3627322577
245312 0.8399393825 1.3628472021
245355 0.7825708995 1.3628833195
257873 0.7590926943 1.3726795421
262939 0.7461454411 1.3765251056
265835 0.7379843593 1.3786859428
271176 1.1120411488 1.3826275173
272556 20.2509705356 1.3841621341
276259 19.5142065462 1.4591514780
277176 19.4939090992 1.4770460054
277845 2.0653551871 1.4900874306
278376 1.3128924147 1.4911841342
278545 0.5493110994 1.4914060130
281162 0.5498370321 1.4928435601
281262 0.5513627728 1.4928985438
283566 0.5531250581 1.4941688837
285508 0.6497833507 1.4952430525
285707 0.7514132966 1.4953723594
285907 0.7964673932 1.4955226421
286770 0.8042083390 1.4962099934
286880 0.8464397234 1.4962984564
287592 0.9700651902 1.4969011214
288376 0.9691454105 1.4976616526
288414 0.9708618869 1.4976984801
290590 1.4267508606 1.4998110755
290688 1.7892752038 1.4999508971
292204 1.7889563227 1.5026634383
293366 0.7953258234 1.5047422056
294485 0.5611836756 1.5056321752
295511 0.4359713542 1.5062079496
344502 1.4515971539 1.5275666223
344798 2.4087577347 1.5279962950
344857 3.5936268472 1.5281384117
347709 4.0637425102 1.5383874355
348597 4.1927801000 1.5419960388
349593 4.1135414989 1.5461720478
351367 1.9851713277 1.5534694704
354215 0.3592782547 1.5591232384
357201 0.2467561837 1.5601960432
358119 0.2449265030 1.5604225654
360753 0.2458628617 1.5610677018
362417 0.2521270963 1.5614768176
366783 0.2466084776 1.5625776045
366915 0.2406200820 1.5626101569
367217 0.2344124652 1.5626828241
368066 0.2327121148 1.5628818403
368187 0.2311961345 1.5629099985
368505 0.2301228146 1.5629835188
369646 0.2297652152 1.5632460890
369801 0.2296886572 1.5632817026
370645 0.2299922277 1.5634755598
371630 0.2292642853 1.5637021021
371849 0.7258281644 1.5637523110
372866 0.9873305260 1.5644904783
373501 0.9870759810 1.5651174332
374821 0.9884634120 1.5664203734
374997 0.4479753736 1.5665943430
375344 0.2742497823 1.5667497905
376995 0.4660921295 1.5672025769
378340 0.3887826851 1.5678294708
379221 0.2778054321 1.5681719883
379751 0.2257087897 1.5683192252
380999 0.2197279992 1.5686009098
381360 0.2184354634 1.5686802316
382646 0.2184294528 1.5689611396
382971 0.2191761554 1.5690321291
