position COMBINED_rate(cM/Mb) Genetic_Map(cM)
9795 0.7568724254 0
11231 0.7563147576 0.0010868688
11244 0.7568093540 0.0010967009
11799 0.7580329323 0.0015167301
12150 0.7618583705 0.0017827996
12934 0.7624320440 0.0023800966
13288 0.7668407400 0.0026499976
14370 7.2848815323 0.0034797192
16749 7.2929796533 0.0208104524
17094 7.2925618157 0.0233265304
17408 7.2931991850 0.0256163948
19079 7.2684461156 0.0378033306
19093 7.2457002250 0.0379050889
20892 4.8265089565 0.0509401036
22347 3.2914736826 0.0579626741
23254 0.8258493790 0.0609480407
24962 0.4874235391 0.0623585915
28655 0.4858854448 0.0641586466
30416 0.4855078224 0.0650142909
31570 0.4855706445 0.0655745669
33116 0.4860881802 0.0663252591
35416 0.4855188793 0.0674432619
38984 1.2489501151 0.0691755933
39088 2.4566237433 0.0693054841
39227 2.9767981084 0.0696469548
39346 4.0177288765 0.0700011938
39508 4.4115435689 0.0706520659
39707 4.2778453879 0.0715299630
40366 2.0929524934 0.0743490631
40527 0.8352478502 0.0746860285
40891 0.4028944286 0.0749900587
43093 0.4061640764 0.0758772322
44931 0.4264166051 0.0766237618
45122 0.4445171090 0.0767052074
45394 0.4684438693 0.0768261160
46930 0.5165482599 0.0775456458
48272 0.4220981954 0.0782388536
48505 0.3066655647 0.0783372025
48699 0.1761504645 0.0783966956
49362 0.1374012154 0.0785134833
49905 0.1232157317 0.0785880922
50181 0.1102007328 0.0786220997
50799 0.1060898904 0.0786902038
51517 0.1056435571 0.0787663763
55201 0.1057202388 0.0791555672
56187 0.1059794596 0.0792598074
56328 0.1062104953 0.0792747505
57272 0.1066442949 0.0793750132
57377 0.1070002227 0.0793862108
69976 0.1071708497 0.0807343066
70508 0.1073507373 0.0807913215
72302 0.2890139703 0.0809839087
72412 1.1438424040 0.0810157003
72998 1.3102771865 0.0816859919
73121 1.5127600478 0.0818471560
73538 9.6628736439 0.0824779770
74529 10.5603030501 0.0920538847
74600 9.7546241387 0.0928036663
74614 8.3508971888 0.0929402310
74678 7.4177364570 0.0934746884
74760 0.9968089219 0.0940829428
74923 0.8386124682 0.0942454227
75194 0.8241407888 0.0944726866
75720 0.8241551320 0.0949061847
75952 0.8246739566 0.0950973887
76713 0.8303675604 0.0957249656
77013 0.8347685799 0.0959740758
77063 0.8337230070 0.0960158143
77613 0.5394246447 0.0964743619
77635 0.5387196987 0.0964862293
77864 0.3674956922 0.0966095961
79495 0.3596376553 0.0972089815
79657 0.3572278353 0.0972672428
80775 0.3260656651 0.0976666236
81158 0.3268171203 0.0977915067
81900 1.0908723816 0.0980340050
82017 4.9689081131 0.0981616371
82476 4.8500548387 0.1004423659
82539 4.3250947133 0.1007479194
82643 4.3246902124 0.1011977292
82844 1.2129361775 0.1020669919
82931 0.9736495368 0.1021725174
83488 0.2558230740 0.1027148402
83897 0.2639896392 0.1028194718
84025 1.7633015784 0.1028532625
84374 0.2189420100 0.1034686548
84454 0.2270735936 0.1034861701
84568 0.2444501349 0.1035120565
84721 0.2604116819 0.1035494574
85310 0.2603925588 0.1037028399
85454 0.2660248872 0.1037403364
85900 0.2779450653 0.1038589835
85933 0.2877466871 0.1038681557
86004 0.3052893025 0.1038885857
86125 0.3134435452 0.1039255257
86148 0.3182764779 0.1039327349
86460 0.3182764779 0.1040320372
86555 0.3182764779 0.1040622734
86620 0.3182764779 0.1040829614
87154 0.3182764779 0.1042529210
87173 0.3182764779 0.1042589683
87362 0.1454619367 0.1043191225
87409 0.1454619367 0.1043259592
87419 0.1454619367 0.1043274139
87456 0.1454753271 0.1043327960
87576 0.1455507076 0.1043502530
87745 0.0841276271 0.1043748511
87841 0.0478109091 0.1043829273
88086 0.0320877949 0.1043946410
88171 0.0324753081 0.1043973685
88280 0.0274331354 0.1044009083
88505 0.0274331354 0.1044070807
88506 0.0279656035 0.1044071081
88695 0.0289453197 0.1044123936
91723 0.0317527871 0.1045000401
91754 0.1346618169 0.1045010244
91918 1.4471626415 0.1045231090
92382 7.1333917908 0.1051945924
92551 4.6067082374 0.1064001356
92570 3.0188360509 0.1064876631
92899 0.1968926379 0.1074808601
93413 0.1972664986 0.1075820630
93853 0.1972614465 0.1076688602
94951 0.1972614465 0.1078854533
94995 0.1994018951 0.1078941328
95685 0.1999680403 0.1080317201
96084 0.2000886679 0.1081115073
97407 0.2008227548 0.1083762247
97975 0.2008280486 0.1084902920
99330 0.4973803416 0.1087624140
101267 0.2467647721 0.1097258397
108533 0.2296019402 0.1115188325
109736 0.2422798571 0.1117950437
110683 0.2176996241 0.1120244827
112083 0.1265991190 0.1123292622
112284 0.0765471733 0.1123547086
112436 0.0517512297 0.1123663438
113802 0.0520957484 0.1124370359
113832 0.0529550207 0.1124385988
114163 0.0532516815 0.1124561269
114188 0.0533718279 0.1124574582
115900 0.0647861789 0.1125488308
116020 0.1000525902 0.1125566051
116241 0.0833321113 0.1125787168
116466 0.0720574242 0.1125974665
116728 0.0733337462 0.1126163455
117701 0.1973118188 0.1126876993
117995 0.5600840799 0.1127457089
118589 0.4348170030 0.1130783989
118642 0.2060434139 0.1131014442
118814 0.1767997217 0.1131368836
118940 0.1695135584 0.1131591604
119189 0.3065367598 0.1132013693
119822 0.3065363016 0.1133954071
119839 0.3065084502 0.1134006182
121928 4.3786870289 0.1140409143
124618 4.3816480334 0.1258195824
126856 0.3920645770 0.1356257107
128188 0.3922422290 0.1361479408
129967 0.3930077609 0.1368457397
130013 0.3944848202 0.1368638180
130886 0.3945386680 0.1372082033
131222 0.4002537040 0.1373407683
133844 0.4270298260 0.1383902335
133926 0.4582577333 0.1384252499
134405 0.4889770204 0.1386447554
136030 0.4849071617 0.1394393430
136107 0.4751150992 0.1394766809
136318 0.4672224204 0.1395769302
137520 0.4678509449 0.1401385315
139797 2.3301171304 0.1412038281
139809 4.3282317050 0.1412317895
140069 4.4862864757 0.1423571298
141321 3.8375554087 0.1479739604
142282 3.2818854270 0.1516618512
142527 1.4872890582 0.1524659131
143171 0.3067345649 0.1534237273
145162 0.3055229271 0.1540344358
145675 0.3025459561 0.1541911691
145804 0.3016342236 0.1542301975
148142 0.3009189709 0.1549354183
152242 0.3010965029 0.1561691861
154402 0.4599780864 0.1568195545
155903 0.5161711161 0.1575099816
156550 0.5639451248 0.1578439444
156685 0.6148526773 0.1579200769
157404 2.1545171797 0.1583621560
157851 2.2885533233 0.1593252252
158061 2.3272930685 0.1598058214
158306 2.3764139310 0.1603760082
158634 2.5753746370 0.1611554720
159509 2.6661464147 0.1634089248
161423 2.2704795200 0.1685119290
161523 3.0235376767 0.1687389770
164811 3.7370947537 0.1786803688
165074 3.8290676298 0.1796632248
165281 2.5461556237 0.1804558418
166783 2.3465278061 0.1842801675
167011 2.1216467409 0.1848151758
167662 0.1314002851 0.1861963679
168262 0.1313118621 0.1862752080
168290 0.1225351817 0.1862788848
168303 0.1144775690 0.1862804777
168757 0.1350914189 0.1863324506
169018 1.0976517537 0.1863677094
169308 1.1130557318 0.1866860284
169537 1.1417506482 0.1869409182
169853 2.0711891239 0.1873017114
169942 2.4612772114 0.1874860472
170262 1.4560942582 0.1882736559
170632 0.6941627564 0.1888124108
170730 0.6193489189 0.1888804388
170836 0.5335049172 0.1889460897
171255 0.5031698830 0.1891696283
171858 0.5003553135 0.1894730397
172128 0.4963776834 0.1896081357
173058 0.5011697432 0.1900697669
173444 0.4844289506 0.1902632184
173605 0.4756397990 0.1903412115
173622 0.4681632170 0.1903492974
174153 0.4538795237 0.1905978920
174430 0.4539147966 0.1907236167
174444 0.4442476926 0.1907299715
175967 0.4407206805 0.1914065607
176355 0.4492582483 0.1915775603
176577 0.4960479915 0.1916772957
176706 0.7033442832 0.1917412859
176740 0.9472143368 0.1917651996
178177 1.2632252082 0.1931263466
178983 0.4726558797 0.1941445061
180107 0.4791328004 0.1946757713
180580 0.4701301699 0.1949024011
181623 3.0368127079 0.1953927469
181858 3.0618178730 0.1961063979
182373 3.0539967095 0.1976832341
184168 0.1815656817 0.2031651582
184238 0.0459931892 0.2031778678
184419 0.0293792046 0.2031861925
184802 0.0291622066 0.2031974448
184828 0.0291787189 0.2031982030
184992 0.0292219684 0.2032029883
185418 0.0291918209 0.2032154369
185497 0.0301998157 0.2032177430
185545 0.0323311640 0.2032191926
185618 0.0494185875 0.2032215528
186020 0.8609032745 0.2032414190
186507 0.9655089787 0.2036606789
186530 1.1432829093 0.2036828856
186540 1.3520331975 0.2036943185
186737 1.3600321346 0.2039606690
187294 1.3483852457 0.2047182069
187664 1.7038157528 0.2052171095
187688 1.8997098903 0.2052580010
187697 2.0935691734 0.2052750984
188704 2.3326643707 0.2073833226
188706 2.5963375212 0.2073879879
189131 2.6443722147 0.2084914314
189234 2.5891630338 0.2087638017
189366 2.5350338029 0.2091055712
189396 2.4810666380 0.2091816222
191147 2.4862130386 0.2135259699
191306 2.4863088661 0.2139212778
191352 2.5063330581 0.2140356480
191398 2.5181745427 0.2141509393
191420 2.5147010592 0.2142063392
192092 2.5122607193 0.2158962183
192933 2.5233369451 0.2180090295
194018 2.5429113718 0.2207468501
194392 20.1779944087 0.2216978990
195647 20.1777127154 0.2470212820
196064 5.2667046427 0.2554353882
196926 5.1077614838 0.2599752876
197240 5.0554742850 0.2615791247
198076 5.0628539958 0.2658055012
198934 5.0819326352 0.2701494299
199494 5.1710255746 0.2729953122
200165 5.1756042025 0.2764650703
200721 5.1962112665 0.2793427063
203240 5.1082776940 0.2924319624
203882 3.3388478626 0.2957114767
204107 1.0352848107 0.2964627175
204727 1.3064431299 0.2971045941
204886 1.8527533698 0.2973123185
204992 3.3651278457 0.2975087104
205032 5.0390919929 0.2976433155
205320 3.8136749499 0.2990945740
206865 3.7403623965 0.3049867018
207156 3.5908493974 0.3060751473
207398 3.3978648903 0.3069441328
208980 3.3974658074 0.3123195551
212997 3.3230451118 0.3259671752
213968 3.0974306920 0.3291938520
215842 1.5292946275 0.3349984371
215946 0.1996466297 0.3351574838
217006 0.1996453724 0.3353691092
217690 1.5224837697 0.3355056666
217703 2.9277132380 0.3355254589
218775 3.6337285807 0.3386639675
222333 3.6414020139 0.3515927738
225832 3.6583010258 0.3643340395
226806 3.6608806179 0.3678972247
227774 3.6629388537 0.3714409571
231535 3.7058458048 0.3852172701
231877 3.7694043362 0.3864846694
232814 4.4027394734 0.3900166012
232834 4.9813119771 0.3901046560
233323 6.6238451552 0.3925405176
234047 6.3808046353 0.3973361815
234526 8.0657327292 0.4003925869
234838 11.8312696205 0.4029090955
236233 12.7417302784 0.4194137166
236776 12.7220708295 0.4263324762
236922 12.7505906856 0.4281898985
236996 12.7043846566 0.4291334422
237362 12.6556720216 0.4337832470
237612 12.5991411959 0.4369471650
237785 12.5753801824 0.4391268164
238257 12.3838560567 0.4450623959
238297 12.0967097274 0.4455577501
238318 11.7698438727 0.4458117810
238763 11.7680215677 0.4510493616
239751 10.2619677197 0.4626761669
239971 10.0245555568 0.4649337998
244172 14.1544256173 0.5070469577
251936 13.9653761697 0.6169419182
252086 13.4133607633 0.6190367246
252550 9.4397153155 0.6252605240
256189 4.8744782814 0.6596116480
256935 4.8539089073 0.6632480088
256976 4.8164408115 0.6634470191
257692 4.4324293362 0.6668955907
258269 4.1629546715 0.6694531024
258474 4.0522269980 0.6703065081
258493 3.9610978595 0.6703835004
259290 3.9396029973 0.6735404954
261237 3.9395892029 0.6812109025
263842 3.9407071792 0.6914735323
265985 3.9411360246 0.6999184678
268344 3.9442438995 0.7092156077
270612 3.9495773103 0.7181611529
271308 3.9548026123 0.7209100587
271583 4.0028126102 0.7219976294
272123 4.0734279235 0.7241591482
273102 4.5100627979 0.7281470341
274016 8.9121387115 0.7322692315
274150 10.3137218045 0.7334634581
274478 10.3150342327 0.7368463589
276959 10.3116711596 0.7624379588
277713 10.3059571878 0.7702129589
277842 10.2899980853 0.7715424273
281064 10.2800120328 0.8046968012
281463 9.9550408214 0.8087985260
281497 9.6001062125 0.8091369974
282403 6.7436712282 0.8178346936
283225 6.2869072812 0.8233779913
283621 5.9575992941 0.8258676066
